machine_id;machine_type;line_id;shift;operator_id;product_type;hour;day_of_week;is_weekend;temperature;vibration_level;power_consumption;pressure;material_flow_rate;cycle_time;error_rate;machine_age_hours;last_maintenance_hours;oil_level;lubrication_status;units_produced;downtime;ambient_temperature;humidity;noise_level_db
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;77,52729608;1,851510356;13,78032352;4,397667038;19,17419905;113,0807049;0,691603673;12500,2;0,0167;75,68;Good;0;0;27,57;55,9;95
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;77,39097484;1,850728251;20,67865318;4,980035907;19,07490484;117,0161376;0,821617916;12500,22;0,0334;72,84;Good;1;0;27,22;60,2;89,4
M003;Drill;L3;Shift_1_Pagi;OP003;Gear;9;0;0;78,69687432;2,344901606;16,62692249;4,764033842;20,6497761;115,7499587;0,821558833;15200,32;0,1503;93,62;Good;0;0;27,64;62,7;80,7
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;77,25707909;2,088973082;20,32675211;5,132415561;17,59440579;118,6060251;0,840904938;8300,2;0,0334;31,46;Critical;0;0;26,34;55,2;95,7
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;76,18854552;2,380295453;20,13758464;4,676261326;17,83410662;120,3373501;0,927567918;6100,32;0,1002;71,53;Good;0;46;28,39;59,5;78,5
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;78,34668496;2,086618401;15,42800059;4,589710642;20,02893632;122,1500676;0,76151504;12500,23;0,0501;75,51;Good;0;0;27,54;66,2;80,4
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;75,05870381;1,652865014;15,82317753;4,174053889;19,96653719;118,2651327;0,665977051;6100,33;0,1169;71,13;Good;0;0;27,47;63,3;94,3
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;9;0;0;72,49467698;1,600061494;23,12100592;5,488721874;20,51533187;115,6132213;0,814531611;8300,22;0,0501;34,12;Critical;0;0;26,06;63,7;88,2
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;9;0;0;74,65313339;1,534546325;21,50185188;4,840091795;22,81283808;128,4300347;0,765522613;8300,23;0,0668;32,83;Critical;2;0;24,65;60,4;75,4
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;9;0;0;72,90965969;2,19861555;17,93696297;5,062858313;20,15677105;132,058201;0,824689371;8300,25;0,0835;29,39;Critical;3;0;26,25;65,2;77,2
M001;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;73,12086615;2,356579047;18,51474621;4,999104753;20,89725823;120,7164334;0,873845829;12500,25;0,0668;70,73;Good;0;43;27,42;63,4;96,5
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;9;0;0;74,71487831;2,554808642;16,73830719;4,573026427;18,5367006;116,2160982;0,872609188;8300,27;0,1002;33,09;Critical;0;43;26,33;56,8;67,7
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;72,77320791;2,2529316;18,86470543;4,496374035;21,1519065;127,3772707;0,860619946;12500,27;0,0835;74,93;Good;0;43;27,44;64;73,8
M002;Drill;L2;Shift_1_Pagi;OP003;Housing;9;0;0;74,22861643;2,348851573;16,5656362;4,59787395;19,2104137;112,7662145;0,846461467;8300,28;0,1169;32,56;Critical;0;42;26,65;58,8;84,3
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;69,47369036;1,8259951;13,93529247;4,710732624;20,10713125;118,3261334;0,693568118;6100,35;0,1336;75,3;Good;0;34;27,65;69,5;93,2
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;75,79644883;1,653075255;15,35688843;5,146642499;19,83672706;116,5194147;0,673217163;6100,37;0,1503;71,12;Good;2;0;25,53;63;69,5
M003;Welder;L3;Shift_1_Pagi;OP003;Gear;9;0;0;75,16221748;2,2550238;18,0421855;4,681712935;21,54946135;114,2023222;0,85823951;15200,33;0,167;94,08;Good;0;0;27,29;77,6;93,7
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;72,70936851;2,125304226;15,73786553;5,698596253;18,03503517;118,5998788;0,782738668;6100,38;0,167;71,36;Good;0;39;26,04;69,8;87,2
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;9;0;0;87,3667109;5,899657929;26,4307663;5,410860414;16,57514205;115,6791396;1;15200,35;0;97,1;Good;0;0;24,69;64,3;87
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;77,97741151;2,116211444;15,85067792;5,32334382;19,67985095;120,0632723;0,786901246;6100,4;0,1837;74,4;Good;0;0;26,75;67,9;82,3
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;70,34405485;2,096955645;16,43529215;4,952136439;20,70279689;120,1358858;0,751637422;12500,28;0,1002;72,68;Good;0;37;29,3;54,6;81,9
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;72,88059346;2,385145058;19,70633061;5,605712294;20,22840406;116,8933414;0,887651715;6100,42;0,2004;71,04;Good;0;44;24,81;69,8;95,5
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;9;0;0;72,86337409;2,388495675;18,4949611;4,912797748;21,84830636;118,1474332;0,879595604;15200,37;0,0167;93,79;Good;1;0;27,18;60,9;76,5
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;9;0;0;72,35312518;2,163266106;17,98067116;4,987495434;20,65605901;118,8457552;0,818612417;15200,38;0,0334;93,87;Good;0;0;28,2;65,4;82,7
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;77,66329236;2,253740862;19,75792795;5,067989816;19,1542275;124,0492303;0,873027351;8300,3;0,1336;32,56;Critical;0;0;30,45;61,4;96,1
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;74,59542276;2,154218766;18,96121719;5,280729216;16,51186977;119,257853;0,849812513;12500,3;0,1169;74,51;Good;0;0;26,26;61,9;91,3
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;74,38539;1,86164908;20,89312658;5,254763232;19,64403165;124,1235087;0,799927532;6100,43;0,2171;75,98;Good;3;0;26,05;64,1;70,1
M002;Drill;L2;Shift_1_Pagi;OP003;Housing;9;0;0;69,16938078;2,226969402;17,08028148;4,809949889;21,5419385;122,9290649;0,836103286;8300,32;0,1503;31,02;Critical;0;41;25,25;65,4;90,1
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;77,08925531;1,581651479;17,14073004;4,786802512;19,41192833;122,8576535;0,681017808;6100,45;0,2338;71,37;Good;0;0;28,71;64,9;91,9
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;71,46725938;2,316167466;15,39778147;5,255961183;20,0424804;126,9392299;0,818681286;6100,47;0,2505;74,93;Good;0;0;25,7;65;80,1
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;9;0;0;75,3668658;1,641643118;17,14203857;5,286094634;20,63204038;114,4030456;0,690325188;8300,33;0,167;32,74;Critical;0;34;26,44;56,9;82,4
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;76,02123207;2,085740986;19,92953979;4,84265955;18,47706144;117,6340845;0,845828326;8300,35;0,1837;31,54;Critical;0;0;24,23;76,7;96,2
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;9;0;0;;5,991046272;31,54788783;4,365124772;20,93485384;128,816494;1;8300,37;0;32,8;Critical;0;50;28,33;66,2;91,6
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;9;0;0;71,26670676;2,166016695;19,92061034;4,917073562;22,45568269;118,7134175;0,865412304;8300,38;0,0167;31,13;Critical;2;0;28,74;67,2;72,2
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;66,13666483;1,989822432;14,41161627;5,24941032;19,74077997;105,9243816;0,695378048;8300,4;0,0334;31,3;Critical;0;34;28,27;63,3;99,9
M004;Drill;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;75,74878328;1,521573213;20,16629043;5,722166739;18,30640337;118,9851583;0,727671878;6100,48;0,2672;73,21;Good;0;0;24,59;60,6;86,7
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;80,60080154;2,126209889;14,32296275;4,520816815;19,90009846;120,6746977;0,715120289;8300,42;0,0501;28,31;Critical;1;0;27,91;65,8;92,8
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;78,9181404;1,826623767;19,79623465;4,829371499;16,66342384;106,9144344;0,791154517;12500,32;0,1336;71,33;Good;3;0;24,49;66,4;71,2
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;9;0;0;75,83231293;2,264344016;17,26443095;4,844238575;20,5053549;126,6696782;0,846291507;15200,4;0,0501;92,1;Good;3;0;27,09;71,5;70,9
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;85,43696085;8,663219441;27,281017;5,542322136;20,67841157;116,4314377;1;8300,43;0;31,98;Critical;0;0;27,31;75,4;98,8
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;77,62876917;2,118626296;15,3351033;4,9860234;22,51345444;121,6428156;0,763408826;8300,45;0,0167;30,04;Critical;0;0;27,47;72,4;95,9
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;72,28879613;1,712729313;;4,637069376;19,70900781;118,8700923;0,788147466;6100,5;0,2839;73,7;Good;0;39;27,8;56,2;83,8
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;9;0;0;76,64054138;1,823200331;15,07005051;5,223478113;20,61272801;113,5582429;0,676696497;8300,47;0,0334;33,6;Critical;3;0;26,99;62,7;72,4
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;76,7299119;1,862408409;16,66309018;4,838144592;18,70806785;114,6474593;0,7193972;8300,48;0,0501;29,64;Critical;0;35;24,06;66,7;91,6
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;78,39616449;2,257010744;16,00381074;4,510245091;19,46535932;115,3245858;0,781557418;8300,5;0,0668;30,61;Critical;0;39;27,8;63;94,4
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;90,41812019;8,073301451;18,80294776;4,642890677;17,71222185;125,4283595;1;6100,52;0;75,17;Good;0;50;27,15;64,8;83,3
M002;Welder;L2;Shift_1_Pagi;OP003;Housing;9;0;0;76,39684937;1,758448474;18,18905514;5,693616782;19,70781557;119,2623091;0,720974926;8300,52;0,0835;29,51;Critical;0;36;25,65;54,3;95,8
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;9;0;0;73,69474393;2,323054443;21,61217824;5,153683689;19,54203627;117,3906724;0,915371847;15200,42;0,0668;92,37;Good;0;0;24,65;69,6;79,1
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;75,14694522;1,349096775;23,33381044;5,043104022;20,44879965;115,3269554;0,754942024;6100,53;0,0167;72,38;Good;3;0;29,31;55,6;74,5
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;9;0;0;69,91847379;1,64174318;18,19431157;4,900042506;19,06460468;125,9807511;0,73259824;15200,43;0,0835;92,88;Good;0;0;28,85;57,1;86,7
M004;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;73,14359546;1,712366463;20,23336255;5,116859537;20,12501803;127,3210064;0,787188459;6100,55;0,0334;76,21;Good;0;0;28,06;59,9;78,4
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;9;0;0;74,00192088;1,594247393;18,46418928;5,112094378;19,49992992;125,9237195;0,727969432;8300,53;0,1002;32,99;Critical;0;0;25,99;64,5;81,9
M003;CNC;L3;Shift_1_Pagi;OP003;Gear;9;0;0;73,65953635;1,524923483;18,99776639;5,116867531;19,50275092;122,4621867;0,71329182;15200,45;0,1002;95,7;Good;0;0;23,22;56,9;83,5
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;86,84989897;6,984196727;25,69179869;5,045938036;20,12054349;121,4491502;1;6100,57;0;75,86;Good;0;0;28,15;59,7;80,1
M001;CNC;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;72,76860844;1,935779691;18,39015385;5,347519335;20,06078441;113,9203109;0,775507241;12500,33;0,1503;75,5;Good;0;38;27,55;70,7;83,8
M002;CNC;L2;Shift_1_Pagi;OP003;Housing;9;0;0;78,60099359;2,113821619;19,07495741;5,009241738;21,14176106;118,7709044;0,820150647;8300,55;0,1169;29,25;Critical;0;41;26,44;64,4;78
M004;Welder;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;75,24055613;2,207141806;16,84308054;4,608824466;19,81903545;116,580699;0,807386367;6100,58;0,0167;75,98;Good;0;40;28,69;67,2;96,9
M001;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;9;0;0;75,21406732;2,079685098;17,8450114;4,755030844;19,47517198;110,8724395;0,819736204;12500,35;0,167;73,91;Good;3;0;28,27;58,8;75,1
M004;Conveyor;L1;Shift_1_Pagi;OP003;Shaft;10;0;0;74,26031748;2,197328953;;4,208392523;19,72878883;125,2852171;0,811353425;6100,6;0,0334;75,47;Good;2;0;27,26;64,7;70,7
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;0;0;75,71160703;1,979140314;19,65280663;5,810726846;18,92800382;116,5208503;0,811826786;12500,37;0,1837;76,05;Good;0;40;27,05;64,3;90,1
M002;Conveyor;L2;Shift_1_Pagi;OP003;Housing;10;0;0;77,72336311;1,643901984;15,86793566;5,345101837;19,46013336;125,9797095;0,678894956;8300,57;0,1336;30,04;Critical;3;0;27,08;61;72,3
M003;Conveyor;L3;Shift_1_Pagi;OP003;Gear;10;0;0;72,64871102;2,317344254;17,89691558;4,667971802;23,04673807;124,408732;0,863641908;15200,47;0,1169;92,56;Good;0;43;28,02;64,7;74,5
M001;Drill;L1;Shift_1_Pagi;OP003;Shaft;10;0;0;73,27778555;1,82326636;21,82401094;4,88726206;18,63098186;122,7835899;0,813800187;12500,38;0,2004;72,04;Good;0;40;25,71;55,5;89,9
