timestamp,machine_id,machine_type,line_id,shift,operator_id,product_type,temperature,vibration_level,power_consumption,pressure,material_flow_rate,cycle_time,error_rate,machine_age_hours,last_maintenance_hours,oil_level,lubrication_status,units_produced,downtime,ambient_temperature,humidity,noise_level_db
2025-03-10 08:10:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,78.27769244370783,2.324016817741793,16.76367910263275,4.814458228197622,19.47874955044113,124.9700101975314,0.8461621568787393,15200.07,0.0835,92.11,Good,1,0,26.11,61.0,96.8
2025-03-10 08:11:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,86.60067370881524,6.947796744860119,28.25262084160412,4.56072544648874,18.73655642484489,120.3292424878296,1.0,15200.08,0.0,97.8,Good,0,0,26.93,64.8,80.2
2025-03-10 08:12:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,75.94855178118006,2.146191571113499,16.3483344535239,4.820436645074797,19.88022626976831,117.6753849281764,0.7695828713795183,15200.1,0.0167,96.97,Good,0,38,24.67,72.2,88.2
2025-03-10 08:13:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,73.85148780729135,2.321578959563539,21.69279184119849,4.837555857190639,19.08259228069312,119.0967330897714,0.9047963054206848,15200.12,0.0334,93.25,Good,0,45,27.76,71.6,94.7
2025-03-10 08:14:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,75.83584768018102,1.736215165276404,21.86671949542871,5.03870196737552,17.24599207496475,111.2701548376251,0.8112334969386757,6100.03,0.0167,71.83,Good,1,0,25.55,61.2,95.2
2025-03-10 08:15:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,74.00092337684245,2.104578535958294,18.51350159732357,4.354100055083467,19.33823496380936,119.0887908791073,0.8251678623416966,12500.05,0.0334,71.84,Good,0,41,24.82,71.4,86.4
2025-03-10 08:16:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,76.89724921979182,1.962447671485051,17.97696982384671,4.421792740901871,18.29543724994421,123.4421825993733,0.7549178903770998,6100.05,0.0334,72.56,Good,0,0,25.38,68.8,94.6
2025-03-10 08:17:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,73.92573588898175,2.254064631165474,20.06131961648312,5.14476570829221,20.34747210741638,121.6989151106962,0.8555535395947848,6100.07,0.0501,73.88,Good,0,0,30.26,68.2,95.1
2025-03-10 08:18:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,76.1679014257082,1.965432730234341,20.18959700445465,4.68102475317196,19.01594786263902,127.6033208649059,0.8403599457734064,6100.08,0.0668,73.32,Good,0,0,24.03,67.2,80.6
2025-03-10 08:19:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,74.95084514983567,1.884517133476976,16.38801653788117,5.429811916091973,21.66744721121158,118.6851254299215,0.7274754148813939,15200.13,0.0501,93.72,Good,0,36,27.65,60.3,82.1
2025-03-10 08:20:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,78.41881769009609,2.162272555568297,16.9468897337266,5.090107888806019,22.4057991009018,122.4365658152666,0.7945398857701237,8300.02,0.0334,31.92,Critical,1,0,25.87,63.0,86.0
2025-03-10 08:21:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,74.88851911390311,2.26285075015737,15.35530513063341,5.242704860082563,21.01907205951786,123.9637008815289,0.8069052723920479,12500.07,0.0501,71.57,Good,0,0,26.47,69.2,86.2
2025-03-10 08:22:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,69.7256362269369,1.79949644154596,18.81812987666812,5.564276928168358,17.67346072702502,131.7142850414371,0.7522723663558009,8300.03,0.0501,30.0,Critical,0,37,27.91,59.0,78.0
2025-03-10 08:23:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,78.8325314805885,1.981677298594287,19.33325576691378,4.876115675277371,22.25779399831856,120.7238274555882,0.8278517574087725,6100.1,0.0835,72.93,Good,0,0,27.83,59.8,94.1
2025-03-10 08:24:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,72.33160342274765,1.682467809907504,15.30014872427745,4.77020531783349,22.36358067556065,114.7790641056799,0.691209273695863,6100.12,0.1002,73.46,Good,0,34,25.98,66.5,92.2
2025-03-10 08:25:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,73.08953465627802,1.250581694752118,17.08960219036768,5.348681034239525,20.02818576696191,124.2396437667764,0.6039930926402988,8300.05,0.0668,32.95,Critical,0,0,24.96,61.1,88.5
2025-03-10 08:26:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,73.26588313698299,2.060137889424119,15.3054921648373,5.203805425571875,21.9843892405033,129.3286367798423,0.743839363642197,8300.07,0.0835,29.43,Critical,0,37,27.93,69.1,74.7
2025-03-10 08:27:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,79.1782146455149,2.18267160687639,16.20240037951233,4.92506787607148,19.17248729292998,118.3872564488669,0.7873001366105374,8300.08,0.1002,31.32,Critical,0,0,27.83,61.2,77.3
2025-03-10 08:28:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,68.64991107095534,2.078620042726018,19.1020341204526,5.556583186782377,17.20063109772562,124.2054076930321,0.8410730965438586,6100.13,0.1169,74.28,Good,0,42,26.57,66.2,98.2
2025-03-10 08:29:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,,1.41513148467369,16.53303586664344,4.915102276064028,18.85957334206761,126.1436402761446,0.6288824210866978,6100.15,0.1336,71.0,Good,0,31,27.66,66.6,87.9
2025-03-10 08:30:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,,1.894745170977057,17.3983480879354,5.013109455022312,22.59395129906714,125.0853277198508,0.7668181181217903,12500.08,0.0668,74.38,Good,0,38,26.33,62.6,87.2
2025-03-10 08:31:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,75.73275049594584,1.334495671984676,14.74537654410537,5.008489060333703,17.76338011458279,120.6277926123679,0.6103570348429431,12500.1,0.0835,71.75,Good,1,0,25.76,63.8,74.9
2025-03-10 08:32:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,74.90038509859848,2.410910332296256,18.37398041944933,4.626162442040611,19.99928192289724,116.5076312089343,0.8916785074854526,6100.17,0.1503,71.1,Good,0,44,27.01,61.6,95.1
2025-03-10 08:33:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,75.92376267190929,1.674183625364574,17.9114533603107,5.031034155794557,20.05121584001032,119.5936022599321,0.7385228064519648,8300.1,0.1169,33.92,Critical,0,36,27.78,64.9,93.9
2025-03-10 08:34:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,76.63250107936331,2.376621082837969,16.54208149993368,5.558704070959396,19.23053863404828,122.2930022693882,0.8415835685234158,8300.12,0.1336,34.02,Critical,0,0,27.46,60.2,79.0
2025-03-10 08:35:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,77.00681389896444,2.283760893105244,17.62197140463505,5.17798732615047,19.33471760024433,124.5411126204586,0.8543893947276083,12500.12,0.1002,75.57,Good,0,42,27.76,63.9,94.4
2025-03-10 08:36:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,76.7400138860136,1.729822894239182,18.36058976100689,5.012425370559573,20.1083737013543,121.6697252399952,0.7214189058355904,6100.18,0.167,72.54,Good,0,0,25.86,68.7,93.7
2025-03-10 08:37:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,75.34397587865797,,16.37026370218131,4.935293087533732,19.15675648709791,118.1004601672971,0.6950562477196429,12500.13,0.1169,71.31,Good,1,0,29.37,59.3,75.5
2025-03-10 08:38:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,74.48525192085923,2.105111064915901,15.04747491199644,5.132346811362541,17.8669122542481,122.7768982807488,0.758565578971683,12500.15,0.1336,74.82,Good,1,0,26.49,62.6,87.2
2025-03-10 08:39:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,74.62548067770965,1.746702788845079,21.61114886537363,5.299906651395674,20.32254791441519,124.3004253387141,0.8035225824014592,15200.15,0.0668,94.61,Good,0,0,26.82,67.6,96.3
2025-03-10 08:40:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,83.94585666261939,7.256574342135263,24.08120608745352,5.243695532355901,21.61004987366746,121.8980502820724,1.0,15200.17,0.0,92.7,Good,0,0,25.02,54.6,83.5
2025-03-10 08:41:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,78.48467751304933,1.855151722757924,17.80647979362622,4.867254055271208,21.30435877798013,115.8190644273084,0.7582821277371508,15200.18,0.0167,94.93,Good,1,0,26.71,74.3,91.8
2025-03-10 08:42:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,76.86607073617971,1.46565247566031,20.02167947004063,5.129912637644046,18.78539679891528,119.092969826414,0.6961581248613986,8300.13,0.1503,28.43,Critical,0,0,27.8,70.2,80.4
2025-03-10 08:43:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,66.26626801223327,1.330859594262662,25.05811037514097,5.191975896459312,18.12315812693349,124.7391038820623,0.7864542511631794,6100.2,0.1837,76.16,Good,1,0,28.14,57.3,80.3
2025-03-10 08:44:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,88.24288421437217,,23.25780334384894,4.597122004989209,19.57371817676784,113.0849109562776,1.0,6100.22,0.0,72.26,Good,0,50,29.34,54.5,86.2
2025-03-10 08:45:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,75.67570919416039,1.831532676100812,18.89965442745302,5.067292216473477,22.3516872646935,109.5341098880442,0.7942457491923895,6100.23,0.0167,74.68,Good,0,0,27.78,65.1,92.5
2025-03-10 08:46:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,75.03740768755534,1.83407305492576,16.58489542941179,4.135478445479055,20.96839711843932,127.5404142507201,0.7135026212598433,6100.25,0.0334,72.57,Good,0,0,27.42,59.4,82.8
2025-03-10 08:47:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,73.93001194451536,2.208759151728136,16.92241939084658,5.193013483928474,21.05594701519135,122.5570762751094,0.8212229150587431,15200.2,0.0334,95.08,Good,1,0,26.33,69.8,74.2
2025-03-10 08:48:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,78.46993881062905,2.352032682989734,16.55957595798642,5.264137221825073,21.33478542767824,123.0336500126005,0.8042566400185929,8300.15,0.167,31.5,Critical,0,0,26.01,67.0,93.4
2025-03-10 08:49:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,89.39220761780177,6.37507846973757,23.96781495307276,5.299018450314584,20.63114984377788,114.6159151318647,1.0,8300.17,0.0,29.32,Critical,0,0,28.46,65.6,108.3
2025-03-10 08:50:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,72.78303434097815,1.897820387927041,17.91741727643068,4.841981259132173,20.18091282142037,123.6876403173327,0.7647470070418223,15200.22,0.0501,97.77,Good,0,0,28.43,62.1,98.3
2025-03-10 08:51:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,76.32485755271155,2.150042909934165,15.05099462590353,5.123618734009614,20.99346034497195,121.3762434378418,0.7624659671646267,8300.18,0.0167,32.86,Critical,0,38,25.38,73.0,79.0
2025-03-10 08:52:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,72.19076383460308,1.592919329090127,19.89361513302374,5.569581538216466,19.18075084367297,112.078362110758,0.7569564286479972,15200.23,0.0668,97.59,Good,1,0,28.08,68.8,77.9
2025-03-10 08:53:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,70.96891289074911,2.066945916424309,18.11000587206675,5.565507859316504,17.87830548295052,127.1214170713693,0.8136854698123542,6100.27,0.0501,76.06,Good,0,0,27.98,68.0,92.5
2025-03-10 08:54:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,73.22964905823498,2.165565791546646,18.84486994580288,4.988330920309376,21.08449540193649,120.7934166180936,0.8480609636420056,15200.25,0.0835,95.53,Good,1,0,25.33,71.0,83.0
2025-03-10 08:55:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,77.69901449604214,2.204069062525289,17.06762277610756,5.055727852291824,21.85660715862384,118.0195801696037,0.8037809647434231,6100.28,0.0668,76.22,Good,0,40,27.81,59.9,97.5
2025-03-10 08:56:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,77.9732425619111,1.418974189249261,17.2655921315765,5.444364457893773,18.32265209096596,118.1100512700739,0.6654802546047086,6100.3,0.0835,71.22,Good,1,0,25.43,71.4,92.4
2025-03-10 08:57:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,87.2401664560133,7.02593554599525,24.99615477535055,4.39967919389513,21.23288222362385,109.9238904728381,1.0,12500.17,0.0,71.89,Good,0,0,23.36,63.7,83.7
2025-03-10 08:58:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,77.29322148010479,1.73652102415296,15.67189873518835,4.870769702929191,22.52114857008229,122.9666829981568,0.6640897384516091,15200.27,0.1002,92.21,Good,0,33,26.76,66.7,74.6
2025-03-10 08:59:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,88.30474282701144,8.821729436335424,27.00246229543061,5.534228182214703,19.99663069736432,121.3092860362286,1.0,12500.18,0.0,72.66,Good,0,50,27.39,64.2,90.1
2025-03-10 09:00:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,73.1975560276699,2.144223373930396,16.28077297224309,5.390080216673907,18.77299672288738,119.0295993383345,0.798968299537879,15200.28,0.1169,94.27,Good,0,0,26.83,55.6,85.2
2025-03-10 09:01:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,76.41980179424957,2.449013122233795,16.21886237881797,5.147705511059962,20.18452801029013,126.3924260372584,0.8303238102558753,15200.3,0.1336,93.56,Good,0,0,31.3,69.8,77.4
2025-03-10 09:02:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,77.52729608279977,1.851510355889578,13.78032351874872,4.397667037867752,19.17419904769895,113.0807049050208,0.6916036725169369,12500.2,0.0167,75.68,Good,0,0,27.57,55.9,95.0
2025-03-10 09:03:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,77.39097484344641,1.850728250507236,20.67865317896,4.980035906783535,19.0749048350654,117.0161376181619,0.8216179156059013,12500.22,0.0334,72.84,Good,1,0,27.22,60.2,89.4
2025-03-10 09:04:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,78.6968743153186,2.344901605663624,16.62692249369246,4.764033841500027,20.64977610090732,115.7499587261981,0.8215588325496752,15200.32,0.1503,93.62,Good,1,0,27.64,62.7,80.7
2025-03-10 09:05:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,77.25707908938685,2.088973081559092,20.3267521103271,5.132415561126885,17.59440578745516,118.6060251011422,0.840904938439623,8300.2,0.0334,31.46,Critical,0,0,26.34,55.2,95.7
2025-03-10 09:06:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,76.18854551729738,2.380295453356392,20.13758464278859,4.676261326082048,17.83410661626166,120.3373501262861,0.9275679184963552,6100.32,0.1002,71.53,Good,0,46,28.39,59.5,78.5
2025-03-10 09:07:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,78.3466849565109,2.086618400902951,15.42800058696701,4.589710642010157,20.02893632056092,122.1500676190568,0.7615150400754961,12500.23,0.0501,75.51,Good,1,0,27.54,66.2,80.4
2025-03-10 09:08:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,75.0587038107034,1.652865014386019,15.82317752865431,4.174053888926544,19.96653719163136,118.2651327344744,0.66597705118885,6100.33,0.1169,71.13,Good,1,0,27.47,63.3,94.3
2025-03-10 09:09:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,72.49467698165641,1.600061493566658,23.12100591871137,5.488721873990681,20.5153318655599,115.6132213242255,0.8145316114865992,8300.22,0.0501,34.12,Critical,0,0,26.06,63.7,88.2
2025-03-10 09:10:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,74.65313339039726,1.534546325282321,21.50185188385429,4.840091795422777,22.81283808272508,128.4300347488522,0.7655226126854184,8300.23,0.0668,32.83,Critical,1,0,24.65,60.4,75.4
2025-03-10 09:11:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,72.90965969469818,2.198615550427542,17.93696297334379,5.062858313481014,20.15677105411373,132.0582009589428,0.8246893706875823,8300.25,0.0835,29.39,Critical,0,0,26.25,65.2,77.2
2025-03-10 09:12:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,73.12086615108336,2.356579046926103,18.51474621283469,4.999104753410328,20.89725822550219,120.7164333594101,0.8738458285825067,12500.25,0.0668,70.73,Good,0,43,27.42,63.4,96.5
2025-03-10 09:13:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,74.71487831074893,2.554808642415914,16.73830719410562,4.5730264268158,18.53670059657805,116.2160981648957,0.8726091884743135,8300.27,0.1002,33.09,Critical,0,43,26.33,56.8,67.7
2025-03-10 09:14:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,72.77320790678458,2.252931599696972,18.86470542840068,4.496374035420723,21.1519064952748,127.3772706552115,0.860619946191727,12500.27,0.0835,74.93,Good,0,43,27.44,64.0,73.8
2025-03-10 09:15:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,74.22861642775632,2.348851573260496,16.56563619855506,4.597873949601106,19.21041370233398,112.7662144683577,0.8464614667343824,8300.28,0.1169,32.56,Critical,0,42,26.65,58.8,84.3
2025-03-10 09:16:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,69.47369036270106,1.825995100203894,13.93529247140323,4.710732624468243,20.10713124887164,118.3261333764759,0.6935681178761071,6100.35,0.1336,75.3,Good,0,34,27.65,69.5,93.2
2025-03-10 09:17:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,75.79644883257022,1.653075254976843,15.3568884269779,5.146642498805522,19.83672706239626,116.5194147432685,0.6732171632023273,6100.37,0.1503,71.12,Good,1,0,25.53,63.0,69.5
2025-03-10 09:18:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,75.16221748342706,2.255023799725266,18.04218549570118,4.681712934591755,21.54946135237105,114.2023222477476,0.8582395099465983,15200.33,0.167,94.08,Good,0,0,27.29,77.6,93.7
2025-03-10 09:19:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,72.70936851102478,2.12530422567182,15.73786552899482,5.698596252637849,18.0350351684375,118.5998788353912,0.7827386684084081,6100.38,0.167,71.36,Good,0,39,26.04,69.8,87.2
2025-03-10 09:20:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,87.36671089603603,5.899657929213271,26.43076629772936,5.41086041435726,16.57514204807744,115.6791396041302,1.0,15200.35,0.0,97.1,Good,0,0,24.69,64.3,87.0
2025-03-10 09:21:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,77.977411510887,2.116211444189897,15.85067792113427,5.323343819866284,19.67985095436812,120.0632723207433,0.7869012464128167,6100.4,0.1837,74.4,Good,1,0,26.75,67.9,82.3
2025-03-10 09:22:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,70.34405485178937,2.096955644737462,16.43529215499601,4.95213643901074,20.70279688535769,120.1358858383623,0.7516374220500437,12500.28,0.1002,72.68,Good,0,37,29.3,54.6,81.9
2025-03-10 09:23:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,72.88059345608664,2.385145057956068,19.70633061282638,5.605712294288193,20.22840406371125,116.8933413823901,0.8876517148999186,6100.42,0.2004,71.04,Good,0,44,24.81,69.8,95.5
2025-03-10 09:24:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,72.86337408931237,2.388495675445087,18.49496109528021,4.912797747551551,21.84830635612087,118.1474332170306,0.8795956037498615,15200.37,0.0167,93.79,Good,0,0,27.18,60.9,76.5
2025-03-10 09:25:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,72.35312518223665,2.163266105702104,17.9806711573733,4.987495434338301,20.6560590112695,118.8457551604814,0.818612416582644,15200.38,0.0334,93.87,Good,0,0,28.2,65.4,82.7
2025-03-10 09:26:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,77.66329235824746,2.253740861768879,19.7579279461413,5.067989815899708,19.15422750221021,124.0492303055971,0.8730273509180699,8300.3,0.1336,32.56,Critical,0,0,30.45,61.4,96.1
2025-03-10 09:27:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,74.5954227630228,2.154218765727433,18.96121718669469,5.280729216217337,16.51186976879048,119.2578529946791,0.8498125133694429,12500.3,0.1169,74.51,Good,0,0,26.26,61.9,91.3
2025-03-10 09:28:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,74.38539000229835,1.861649080389614,20.89312658250273,5.254763231601194,19.64403164870717,124.1235087039305,0.7999275318422872,6100.43,0.2171,75.98,Good,0,0,26.05,64.1,70.1
2025-03-10 09:29:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,69.1693807798989,2.226969402473942,17.08028147536972,4.809949888622159,21.5419385033867,122.9290649177733,0.8361032855005558,8300.32,0.1503,31.02,Critical,0,41,25.25,65.4,90.1
2025-03-10 09:30:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,77.08925531063582,1.581651479342221,17.14073004294498,4.786802512229619,19.41192832599933,122.8576534845037,0.6810178080922025,6100.45,0.2338,71.37,Good,0,0,28.71,64.9,91.9
2025-03-10 09:31:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,71.46725938233669,2.316167465688765,15.39778146721731,5.255961182860834,20.04248039551664,126.9392298517299,0.818681285722379,6100.47,0.2505,74.93,Good,0,0,25.7,65.0,80.1
2025-03-10 09:32:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,75.36686580458507,1.641643118070189,17.14203856525516,5.286094633556493,20.63204038146006,114.4030456012704,0.6903251881439827,8300.33,0.167,32.74,Critical,0,34,26.44,56.9,82.4
2025-03-10 09:33:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,76.02123207454964,2.08574098603842,19.92953978860489,4.84265955007085,18.47706143862528,117.6340844684644,0.8458283264223636,8300.35,0.1837,31.54,Critical,0,0,24.23,76.7,96.2
2025-03-10 09:34:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,,5.991046272011681,31.54788783314682,4.365124772128619,20.93485384495822,128.8164940014979,1.0,8300.37,0.0,32.8,Critical,0,50,28.33,66.2,91.6
2025-03-10 09:35:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,71.26670675709569,2.166016694922328,19.92061033617334,4.917073561596702,22.45568268500256,118.7134174970537,0.8654123039005309,8300.38,0.0167,31.13,Critical,0,0,28.74,67.2,72.2
2025-03-10 09:36:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,66.13666483387954,1.989822432221628,14.41161626690113,5.249410319530344,19.74077997215989,105.9243815504708,0.6953780482515574,8300.4,0.0334,31.3,Critical,0,34,28.27,63.3,99.9
2025-03-10 09:37:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,75.74878328249207,1.521573212551,20.16629042532147,5.722166738567912,18.30640336725155,118.9851582842606,0.7276718776586537,6100.48,0.2672,73.21,Good,1,0,24.59,60.6,86.7
2025-03-10 09:38:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,80.60080153965252,2.126209889305544,14.32296275345586,4.520816815063736,19.90009845946704,120.6746976508162,0.7151202890355974,8300.42,0.0501,28.31,Critical,0,0,27.91,65.8,92.8
2025-03-10 09:39:00,M001,CNC,L1,Shift_1_Pagi,OP003,Shaft,78.91814040082726,1.826623766950187,19.79623464824469,4.82937149886777,16.6634238370867,106.914434412844,0.791154517204432,12500.32,0.1336,71.33,Good,1,0,24.49,66.4,71.2
2025-03-10 09:40:00,M003,Drill,L3,Shift_1_Pagi,OP003,Gear,75.8323129347218,2.264344016244011,17.26443094685789,4.844238575389849,20.50535489596492,126.6696781994397,0.8462915071154161,15200.4,0.0501,92.1,Good,1,0,27.09,71.5,70.9
2025-03-10 09:41:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,85.4369608480515,8.663219440553064,27.28101699817832,5.542322135772601,20.67841156647287,116.431437680672,1.0,8300.43,0.0,31.98,Critical,0,0,27.31,75.4,98.8
2025-03-10 09:42:00,M002,Welder,L2,Shift_1_Pagi,OP003,Housing,77.62876917258781,2.118626295616411,15.33510330421087,4.986023399816547,22.51345444076835,121.6428155759376,0.7634088264325779,8300.45,0.0167,30.04,Critical,0,0,27.47,72.4,95.9
2025-03-10 09:43:00,M004,Lathe,L1,Shift_1_Pagi,OP003,Shaft,72.28879613045146,1.712729313495436,,4.637069376251094,19.70900781115006,118.8700922732797,0.7881474661892163,6100.5,0.2839,73.7,Good,0,39,27.8,56.2,83.8
